,Survived,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male
429,1,32.0,0,0,8.05,0,0,1,0,0,1,0,1
430,1,28.0,0,0,26.55,1,0,0,0,0,1,0,1
431,1,29.7,1,0,16.1,0,0,1,0,0,1,1,0
432,1,42.0,1,0,26.0,0,1,0,0,0,1,1,0
433,0,17.0,0,0,7.125,0,0,1,0,0,1,0,1
434,0,50.0,1,0,55.9,1,0,0,0,0,1,0,1
435,1,14.0,1,2,120.0,1,0,0,0,0,1,1,0
436,0,21.0,2,2,34.375,0,0,1,0,0,1,1,0
437,1,24.0,2,3,18.75,0,1,0,0,0,1,1,0
438,0,64.0,1,4,263.0,1,0,0,0,0,1,0,1
439,0,31.0,0,0,10.5,0,1,0,0,0,1,0,1
440,1,45.0,1,1,26.25,0,1,0,0,0,1,1,0
441,0,20.0,0,0,9.5,0,0,1,0,0,1,0,1
442,0,25.0,1,0,7.775,0,0,1,0,0,1,0,1
443,1,28.0,0,0,13.0,0,1,0,0,0,1,1,0
444,1,29.7,0,0,8.1125,0,0,1,0,0,1,0,1
445,1,4.0,0,2,81.8583,1,0,0,0,0,1,0,1
446,1,13.0,0,1,19.5,0,1,0,0,0,1,1,0
447,1,34.0,0,0,26.55,1,0,0,0,0,1,0,1
448,1,5.0,2,1,19.2583,0,0,1,1,0,0,1,0
449,1,52.0,0,0,30.5,1,0,0,0,0,1,0,1
450,0,36.0,1,2,27.75,0,1,0,0,0,1,0,1
451,0,29.7,1,0,19.9667,0,0,1,0,0,1,0,1
452,0,30.0,0,0,27.75,1,0,0,1,0,0,0,1
453,1,49.0,1,0,89.1042,1,0,0,1,0,0,0,1
454,0,29.7,0,0,8.05,0,0,1,0,0,1,0,1
455,1,29.0,0,0,7.8958,0,0,1,1,0,0,0,1
456,0,65.0,0,0,26.55,1,0,0,0,0,1,0,1
457,1,29.7,1,0,51.8625,1,0,0,0,0,1,1,0
458,1,50.0,0,0,10.5,0,1,0,0,0,1,1,0
459,0,29.7,0,0,7.75,0,0,1,0,1,0,0,1
460,1,48.0,0,0,26.55,1,0,0,0,0,1,0,1
461,0,34.0,0,0,8.05,0,0,1,0,0,1,0,1
462,0,47.0,0,0,38.5,1,0,0,0,0,1,0,1
463,0,48.0,0,0,13.0,0,1,0,0,0,1,0,1
464,0,29.7,0,0,8.05,0,0,1,0,0,1,0,1
465,0,38.0,0,0,7.05,0,0,1,0,0,1,0,1
466,0,29.7,0,0,0.0,0,1,0,0,0,1,0,1
467,0,56.0,0,0,26.55,1,0,0,0,0,1,0,1
468,0,29.7,0,0,7.725,0,0,1,0,1,0,0,1
469,1,0.75,2,1,19.2583,0,0,1,1,0,0,1,0
470,0,29.7,0,0,7.25,0,0,1,0,0,1,0,1
471,0,38.0,0,0,8.6625,0,0,1,0,0,1,0,1
472,1,33.0,1,2,27.75,0,1,0,0,0,1,1,0
473,1,23.0,0,0,13.7917,0,1,0,1,0,0,1,0
474,0,22.0,0,0,9.8375,0,0,1,0,0,1,1,0
475,0,29.7,0,0,52.0,1,0,0,0,0,1,0,1
476,0,34.0,1,0,21.0,0,1,0,0,0,1,0,1
477,0,29.0,1,0,7.0458,0,0,1,0,0,1,0,1
478,0,22.0,0,0,7.5208,0,0,1,0,0,1,0,1
479,1,2.0,0,1,12.2875,0,0,1,0,0,1,1,0
480,0,9.0,5,2,46.9,0,0,1,0,0,1,0,1
481,0,29.7,0,0,0.0,0,1,0,0,0,1,0,1
482,0,50.0,0,0,8.05,0,0,1,0,0,1,0,1
483,1,63.0,0,0,9.5875,0,0,1,0,0,1,1,0
484,1,25.0,1,0,91.0792,1,0,0,1,0,0,0,1
485,0,29.7,3,1,25.4667,0,0,1,0,0,1,1,0
486,1,35.0,1,0,90.0,1,0,0,0,0,1,1,0
487,0,58.0,0,0,29.7,1,0,0,1,0,0,0,1
488,0,30.0,0,0,8.05,0,0,1,0,0,1,0,1
489,1,9.0,1,1,15.9,0,0,1,0,0,1,0,1
490,0,29.7,1,0,19.9667,0,0,1,0,0,1,0,1
491,0,21.0,0,0,7.25,0,0,1,0,0,1,0,1
492,0,55.0,0,0,30.5,1,0,0,0,0,1,0,1
493,0,71.0,0,0,49.5042,1,0,0,1,0,0,0,1
494,0,21.0,0,0,8.05,0,0,1,0,0,1,0,1
495,0,29.7,0,0,14.4583,0,0,1,1,0,0,0,1
496,1,54.0,1,0,78.2667,1,0,0,1,0,0,1,0
497,0,29.7,0,0,15.1,0,0,1,0,0,1,0,1
498,0,25.0,1,2,151.55,1,0,0,0,0,1,1,0
499,0,24.0,0,0,7.7958,0,0,1,0,0,1,0,1
500,0,17.0,0,0,8.6625,0,0,1,0,0,1,0,1
501,0,21.0,0,0,7.75,0,0,1,0,1,0,1,0
502,0,29.7,0,0,7.6292,0,0,1,0,1,0,1,0
503,0,37.0,0,0,9.5875,0,0,1,0,0,1,1,0
504,1,16.0,0,0,86.5,1,0,0,0,0,1,1,0
505,0,18.0,1,0,108.9,1,0,0,1,0,0,0,1
506,1,33.0,0,2,26.0,0,1,0,0,0,1,1,0
507,1,29.7,0,0,26.55,1,0,0,0,0,1,0,1
508,0,28.0,0,0,22.525,0,0,1,0,0,1,0,1
509,1,26.0,0,0,56.4958,0,0,1,0,0,1,0,1
510,1,29.0,0,0,7.75,0,0,1,0,1,0,0,1
511,0,29.7,0,0,8.05,0,0,1,0,0,1,0,1
512,1,36.0,0,0,26.2875,1,0,0,0,0,1,0,1
513,1,54.0,1,0,59.4,1,0,0,1,0,0,1,0
514,0,24.0,0,0,7.4958,0,0,1,0,0,1,0,1
515,0,47.0,0,0,34.0208,1,0,0,0,0,1,0,1
516,1,34.0,0,0,10.5,0,1,0,0,0,1,1,0
517,0,29.7,0,0,24.15,0,0,1,0,1,0,0,1
518,1,36.0,1,0,26.0,0,1,0,0,0,1,1,0
519,0,32.0,0,0,7.8958,0,0,1,0,0,1,0,1
520,1,30.0,0,0,93.5,1,0,0,0,0,1,1,0
521,0,22.0,0,0,7.8958,0,0,1,0,0,1,0,1
522,0,29.7,0,0,7.225,0,0,1,1,0,0,0,1
523,1,44.0,0,1,57.9792,1,0,0,1,0,0,1,0
524,0,29.7,0,0,7.2292,0,0,1,1,0,0,0,1
525,0,40.5,0,0,7.75,0,0,1,0,1,0,0,1
526,1,50.0,0,0,10.5,0,1,0,0,0,1,1,0
527,0,29.7,0,0,221.7792,1,0,0,0,0,1,0,1
528,0,39.0,0,0,7.925,0,0,1,0,0,1,0,1
529,0,23.0,2,1,11.5,0,1,0,0,0,1,0,1
530,1,2.0,1,1,26.0,0,1,0,0,0,1,1,0
531,0,29.7,0,0,7.2292,0,0,1,1,0,0,0,1
532,0,17.0,1,1,7.2292,0,0,1,1,0,0,0,1
533,1,29.7,0,2,22.3583,0,0,1,1,0,0,1,0
534,0,30.0,0,0,8.6625,0,0,1,0,0,1,1,0
535,1,7.0,0,2,26.25,0,1,0,0,0,1,1,0
536,0,45.0,0,0,26.55,1,0,0,0,0,1,0,1
537,1,30.0,0,0,106.425,1,0,0,1,0,0,1,0
538,0,29.7,0,0,14.5,0,0,1,0,0,1,0,1
539,1,22.0,0,2,49.5,1,0,0,1,0,0,1,0
540,1,36.0,0,2,71.0,1,0,0,0,0,1,1,0
541,0,9.0,4,2,31.275,0,0,1,0,0,1,1,0
542,0,11.0,4,2,31.275,0,0,1,0,0,1,1,0
543,1,32.0,1,0,26.0,0,1,0,0,0,1,0,1
544,0,50.0,1,0,106.425,1,0,0,1,0,0,0,1
545,0,64.0,0,0,26.0,1,0,0,0,0,1,0,1
546,1,19.0,1,0,26.0,0,1,0,0,0,1,1,0
547,1,29.7,0,0,13.8625,0,1,0,1,0,0,0,1
548,0,33.0,1,1,20.525,0,0,1,0,0,1,0,1
549,1,8.0,1,1,36.75,0,1,0,0,0,1,0,1
550,1,17.0,0,2,110.8833,1,0,0,1,0,0,0,1
551,0,27.0,0,0,26.0,0,1,0,0,0,1,0,1
552,0,29.7,0,0,7.8292,0,0,1,0,1,0,0,1
553,1,22.0,0,0,7.225,0,0,1,1,0,0,0,1
554,1,22.0,0,0,7.775,0,0,1,0,0,1,1,0
555,0,62.0,0,0,26.55,1,0,0,0,0,1,0,1
556,1,48.0,1,0,39.6,1,0,0,1,0,0,1,0
557,0,29.7,0,0,227.525,1,0,0,1,0,0,0,1
558,1,39.0,1,1,79.65,1,0,0,0,0,1,1,0
559,1,36.0,1,0,17.4,0,0,1,0,0,1,1,0
560,0,29.7,0,0,7.75,0,0,1,0,1,0,0,1
561,0,40.0,0,0,7.8958,0,0,1,0,0,1,0,1
562,0,28.0,0,0,13.5,0,1,0,0,0,1,0,1
563,0,29.7,0,0,8.05,0,0,1,0,0,1,0,1
564,0,29.7,0,0,8.05,0,0,1,0,0,1,1,0
565,0,24.0,2,0,24.15,0,0,1,0,0,1,0,1
566,0,19.0,0,0,7.8958,0,0,1,0,0,1,0,1
567,0,29.0,0,4,21.075,0,0,1,0,0,1,1,0
568,0,29.7,0,0,7.2292,0,0,1,1,0,0,0,1
569,1,32.0,0,0,7.8542,0,0,1,0,0,1,0,1
570,1,62.0,0,0,10.5,0,1,0,0,0,1,0,1
571,1,53.0,2,0,51.4792,1,0,0,0,0,1,1,0
572,1,36.0,0,0,26.3875,1,0,0,0,0,1,0,1
573,1,29.7,0,0,7.75,0,0,1,0,1,0,1,0
574,0,16.0,0,0,8.05,0,0,1,0,0,1,0,1
575,0,19.0,0,0,14.5,0,0,1,0,0,1,0,1
576,1,34.0,0,0,13.0,0,1,0,0,0,1,1,0
577,1,39.0,1,0,55.9,1,0,0,0,0,1,1,0
578,0,29.7,1,0,14.4583,0,0,1,1,0,0,1,0
579,1,32.0,0,0,7.925,0,0,1,0,0,1,0,1
580,1,25.0,1,1,30.0,0,1,0,0,0,1,1,0
581,1,39.0,1,1,110.8833,1,0,0,1,0,0,1,0
582,0,54.0,0,0,26.0,0,1,0,0,0,1,0,1
583,0,36.0,0,0,40.125,1,0,0,1,0,0,0,1
584,0,29.7,0,0,8.7125,0,0,1,1,0,0,0,1
585,1,18.0,0,2,79.65,1,0,0,0,0,1,1,0
586,0,47.0,0,0,15.0,0,1,0,0,0,1,0,1
587,1,60.0,1,1,79.2,1,0,0,1,0,0,0,1
588,0,22.0,0,0,8.05,0,0,1,0,0,1,0,1
589,0,29.7,0,0,8.05,0,0,1,0,0,1,0,1
590,0,35.0,0,0,7.125,0,0,1,0,0,1,0,1
591,1,52.0,1,0,78.2667,1,0,0,1,0,0,1,0
592,0,47.0,0,0,7.25,0,0,1,0,0,1,0,1
593,0,29.7,0,2,7.75,0,0,1,0,1,0,1,0
594,0,37.0,1,0,26.0,0,1,0,0,0,1,0,1
595,0,36.0,1,1,24.15,0,0,1,0,0,1,0,1
596,1,29.7,0,0,33.0,0,1,0,0,0,1,1,0
597,0,49.0,0,0,0.0,0,0,1,0,0,1,0,1
598,0,29.7,0,0,7.225,0,0,1,1,0,0,0,1
599,1,49.0,1,0,56.9292,1,0,0,1,0,0,0,1
600,1,24.0,2,1,27.0,0,1,0,0,0,1,1,0
601,0,29.7,0,0,7.8958,0,0,1,0,0,1,0,1
602,0,29.7,0,0,42.4,1,0,0,0,0,1,0,1
603,0,44.0,0,0,8.05,0,0,1,0,0,1,0,1
604,1,35.0,0,0,26.55,1,0,0,1,0,0,0,1
605,0,36.0,1,0,15.55,0,0,1,0,0,1,0,1
606,0,30.0,0,0,7.8958,0,0,1,0,0,1,0,1
607,1,27.0,0,0,30.5,1,0,0,0,0,1,0,1
608,1,22.0,1,2,41.5792,0,1,0,1,0,0,1,0
609,1,40.0,0,0,153.4625,1,0,0,0,0,1,1,0
610,0,39.0,1,5,31.275,0,0,1,0,0,1,1,0
611,0,29.7,0,0,7.05,0,0,1,0,0,1,0,1
612,1,29.7,1,0,15.5,0,0,1,0,1,0,1,0
613,0,29.7,0,0,7.75,0,0,1,0,1,0,0,1
614,0,35.0,0,0,8.05,0,0,1,0,0,1,0,1
615,1,24.0,1,2,65.0,0,1,0,0,0,1,1,0
616,0,34.0,1,1,14.4,0,0,1,0,0,1,0,1
617,0,26.0,1,0,16.1,0,0,1,0,0,1,1,0
618,1,4.0,2,1,39.0,0,1,0,0,0,1,1,0
619,0,26.0,0,0,10.5,0,1,0,0,0,1,0,1
620,0,27.0,1,0,14.4542,0,0,1,1,0,0,0,1
621,1,42.0,1,0,52.5542,1,0,0,0,0,1,0,1
622,1,20.0,1,1,15.7417,0,0,1,1,0,0,0,1
623,0,21.0,0,0,7.8542,0,0,1,0,0,1,0,1
624,0,21.0,0,0,16.1,0,0,1,0,0,1,0,1
625,0,61.0,0,0,32.3208,1,0,0,0,0,1,0,1
626,0,57.0,0,0,12.35,0,1,0,0,1,0,0,1
627,1,21.0,0,0,77.9583,1,0,0,0,0,1,1,0
628,0,26.0,0,0,7.8958,0,0,1,0,0,1,0,1
629,0,29.7,0,0,7.7333,0,0,1,0,1,0,0,1
630,1,80.0,0,0,30.0,1,0,0,0,0,1,0,1
631,0,51.0,0,0,7.0542,0,0,1,0,0,1,0,1
632,1,32.0,0,0,30.5,1,0,0,1,0,0,0,1
633,0,29.7,0,0,0.0,1,0,0,0,0,1,0,1
634,0,9.0,3,2,27.9,0,0,1,0,0,1,1,0
635,1,28.0,0,0,13.0,0,1,0,0,0,1,1,0
636,0,32.0,0,0,7.925,0,0,1,0,0,1,0,1
637,0,31.0,1,1,26.25,0,1,0,0,0,1,0,1
638,0,41.0,0,5,39.6875,0,0,1,0,0,1,1,0
639,0,29.7,1,0,16.1,0,0,1,0,0,1,0,1
640,0,20.0,0,0,7.8542,0,0,1,0,0,1,0,1
641,1,24.0,0,0,69.3,1,0,0,1,0,0,1,0
642,0,2.0,3,2,27.9,0,0,1,0,0,1,1,0
643,1,29.7,0,0,56.4958,0,0,1,0,0,1,0,1
644,1,0.75,2,1,19.2583,0,0,1,1,0,0,1,0
645,1,48.0,1,0,76.7292,1,0,0,1,0,0,0,1
646,0,19.0,0,0,7.8958,0,0,1,0,0,1,0,1
647,1,56.0,0,0,35.5,1,0,0,1,0,0,0,1
648,0,29.7,0,0,7.55,0,0,1,0,0,1,0,1
649,1,23.0,0,0,7.55,0,0,1,0,0,1,1,0
650,0,29.7,0,0,7.8958,0,0,1,0,0,1,0,1
651,1,18.0,0,1,23.0,0,1,0,0,0,1,1,0
652,0,21.0,0,0,8.4333,0,0,1,0,0,1,0,1
653,1,29.7,0,0,7.8292,0,0,1,0,1,0,1,0
654,0,18.0,0,0,6.75,0,0,1,0,1,0,1,0
655,0,24.0,2,0,73.5,0,1,0,0,0,1,0,1
656,0,29.7,0,0,7.8958,0,0,1,0,0,1,0,1
657,0,32.0,1,1,15.5,0,0,1,0,1,0,1,0
658,0,23.0,0,0,13.0,0,1,0,0,0,1,0,1
659,0,58.0,0,2,113.275,1,0,0,1,0,0,0,1
660,1,50.0,2,0,133.65,1,0,0,0,0,1,0,1
661,0,40.0,0,0,7.225,0,0,1,1,0,0,0,1
662,0,47.0,0,0,25.5875,1,0,0,0,0,1,0,1
663,0,36.0,0,0,7.4958,0,0,1,0,0,1,0,1
664,1,20.0,1,0,7.925,0,0,1,0,0,1,0,1
665,0,32.0,2,0,73.5,0,1,0,0,0,1,0,1
666,0,25.0,0,0,13.0,0,1,0,0,0,1,0,1
667,0,29.7,0,0,7.775,0,0,1,0,0,1,0,1
668,0,43.0,0,0,8.05,0,0,1,0,0,1,0,1
669,1,29.7,1,0,52.0,1,0,0,0,0,1,1,0
670,1,40.0,1,1,39.0,0,1,0,0,0,1,1,0
671,0,31.0,1,0,52.0,1,0,0,0,0,1,0,1
672,0,70.0,0,0,10.5,0,1,0,0,0,1,0,1
673,1,31.0,0,0,13.0,0,1,0,0,0,1,0,1
674,0,29.7,0,0,0.0,0,1,0,0,0,1,0,1
675,0,18.0,0,0,7.775,0,0,1,0,0,1,0,1
676,0,24.5,0,0,8.05,0,0,1,0,0,1,0,1
677,1,18.0,0,0,9.8417,0,0,1,0,0,1,1,0
678,0,43.0,1,6,46.9,0,0,1,0,0,1,1,0
679,1,36.0,0,1,512.3292,1,0,0,1,0,0,0,1
680,0,29.7,0,0,8.1375,0,0,1,0,1,0,1,0
681,1,27.0,0,0,76.7292,1,0,0,1,0,0,0,1
682,0,20.0,0,0,9.225,0,0,1,0,0,1,0,1
683,0,14.0,5,2,46.9,0,0,1,0,0,1,0,1
684,0,60.0,1,1,39.0,0,1,0,0,0,1,0,1
685,0,25.0,1,2,41.5792,0,1,0,1,0,0,0,1
686,0,14.0,4,1,39.6875,0,0,1,0,0,1,0,1
687,0,19.0,0,0,10.1708,0,0,1,0,0,1,0,1
688,0,18.0,0,0,7.7958,0,0,1,0,0,1,0,1
689,1,15.0,0,1,211.3375,1,0,0,0,0,1,1,0
690,1,31.0,1,0,57.0,1,0,0,0,0,1,0,1
691,1,4.0,0,1,13.4167,0,0,1,1,0,0,1,0
692,1,29.7,0,0,56.4958,0,0,1,0,0,1,0,1
693,0,25.0,0,0,7.225,0,0,1,1,0,0,0,1
694,0,60.0,0,0,26.55,1,0,0,0,0,1,0,1
695,0,52.0,0,0,13.5,0,1,0,0,0,1,0,1
696,0,44.0,0,0,8.05,0,0,1,0,0,1,0,1
697,1,29.7,0,0,7.7333,0,0,1,0,1,0,1,0
698,0,49.0,1,1,110.8833,1,0,0,1,0,0,0,1
699,0,42.0,0,0,7.65,0,0,1,0,0,1,0,1
700,1,18.0,1,0,227.525,1,0,0,1,0,0,1,0
701,1,35.0,0,0,26.2875,1,0,0,0,0,1,0,1
702,0,18.0,0,1,14.4542,0,0,1,1,0,0,1,0
703,0,25.0,0,0,7.7417,0,0,1,0,1,0,0,1
704,0,26.0,1,0,7.8542,0,0,1,0,0,1,0,1
705,0,39.0,0,0,26.0,0,1,0,0,0,1,0,1
706,1,45.0,0,0,13.5,0,1,0,0,0,1,1,0
707,1,42.0,0,0,26.2875,1,0,0,0,0,1,0,1
708,1,22.0,0,0,151.55,1,0,0,0,0,1,1,0
709,1,29.7,1,1,15.2458,0,0,1,1,0,0,0,1
710,1,24.0,0,0,49.5042,1,0,0,1,0,0,1,0
711,0,29.7,0,0,26.55,1,0,0,0,0,1,0,1
712,1,48.0,1,0,52.0,1,0,0,0,0,1,0,1
713,0,29.0,0,0,9.4833,0,0,1,0,0,1,0,1
714,0,52.0,0,0,13.0,0,1,0,0,0,1,0,1
715,0,19.0,0,0,7.65,0,0,1,0,0,1,0,1
716,1,38.0,0,0,227.525,1,0,0,1,0,0,1,0
717,1,27.0,0,0,10.5,0,1,0,0,0,1,1,0
718,0,29.7,0,0,15.5,0,0,1,0,1,0,0,1
719,0,33.0,0,0,7.775,0,0,1,0,0,1,0,1
720,1,6.0,0,1,33.0,0,1,0,0,0,1,1,0
721,0,17.0,1,0,7.0542,0,0,1,0,0,1,0,1
722,0,34.0,0,0,13.0,0,1,0,0,0,1,0,1
723,0,50.0,0,0,13.0,0,1,0,0,0,1,0,1
724,1,27.0,1,0,53.1,1,0,0,0,0,1,0,1
725,0,20.0,0,0,8.6625,0,0,1,0,0,1,0,1
726,1,30.0,3,0,21.0,0,1,0,0,0,1,1,0
727,1,29.7,0,0,7.7375,0,0,1,0,1,0,1,0
728,0,25.0,1,0,26.0,0,1,0,0,0,1,0,1
729,0,25.0,1,0,7.925,0,0,1,0,0,1,1,0
730,1,29.0,0,0,211.3375,1,0,0,0,0,1,1,0
731,0,11.0,0,0,18.7875,0,0,1,1,0,0,0,1
732,0,29.7,0,0,0.0,0,1,0,0,0,1,0,1
733,0,23.0,0,0,13.0,0,1,0,0,0,1,0,1
734,0,23.0,0,0,13.0,0,1,0,0,0,1,0,1
735,0,28.5,0,0,16.1,0,0,1,0,0,1,0,1
736,0,48.0,1,3,34.375,0,0,1,0,0,1,1,0
737,1,35.0,0,0,512.3292,1,0,0,1,0,0,0,1
738,0,29.7,0,0,7.8958,0,0,1,0,0,1,0,1
739,0,29.7,0,0,7.8958,0,0,1,0,0,1,0,1
740,1,29.7,0,0,30.0,1,0,0,0,0,1,0,1
741,0,36.0,1,0,78.85,1,0,0,0,0,1,0,1
742,1,21.0,2,2,262.375,1,0,0,1,0,0,1,0
743,0,24.0,1,0,16.1,0,0,1,0,0,1,0,1
744,1,31.0,0,0,7.925,0,0,1,0,0,1,0,1
745,0,70.0,1,1,71.0,1,0,0,0,0,1,0,1
746,0,16.0,1,1,20.25,0,0,1,0,0,1,0,1
747,1,30.0,0,0,13.0,0,1,0,0,0,1,1,0
748,0,19.0,1,0,53.1,1,0,0,0,0,1,0,1
749,0,31.0,0,0,7.75,0,0,1,0,1,0,0,1
750,1,4.0,1,1,23.0,0,1,0,0,0,1,1,0
751,1,6.0,0,1,12.475,0,0,1,0,0,1,0,1
752,0,33.0,0,0,9.5,0,0,1,0,0,1,0,1
753,0,23.0,0,0,7.8958,0,0,1,0,0,1,0,1
754,1,48.0,1,2,65.0,0,1,0,0,0,1,1,0
755,1,0.67,1,1,14.5,0,1,0,0,0,1,0,1
756,0,28.0,0,0,7.7958,0,0,1,0,0,1,0,1
757,0,18.0,0,0,11.5,0,1,0,0,0,1,0,1
758,0,34.0,0,0,8.05,0,0,1,0,0,1,0,1
759,1,33.0,0,0,86.5,1,0,0,0,0,1,1,0
760,0,29.7,0,0,14.5,0,0,1,0,0,1,0,1
761,0,41.0,0,0,7.125,0,0,1,0,0,1,0,1
762,1,20.0,0,0,7.2292,0,0,1,1,0,0,0,1
763,1,36.0,1,2,120.0,1,0,0,0,0,1,1,0
764,0,16.0,0,0,7.775,0,0,1,0,0,1,0,1
765,1,51.0,1,0,77.9583,1,0,0,0,0,1,1,0
766,0,29.7,0,0,39.6,1,0,0,1,0,0,0,1
767,0,30.5,0,0,7.75,0,0,1,0,1,0,1,0
768,0,29.7,1,0,24.15,0,0,1,0,1,0,0,1
769,0,32.0,0,0,8.3625,0,0,1,0,0,1,0,1
770,0,24.0,0,0,9.5,0,0,1,0,0,1,0,1
771,0,48.0,0,0,7.8542,0,0,1,0,0,1,0,1
772,0,57.0,0,0,10.5,0,1,0,0,0,1,1,0
773,0,29.7,0,0,7.225,0,0,1,1,0,0,0,1
774,1,54.0,1,3,23.0,0,1,0,0,0,1,1,0
775,0,18.0,0,0,7.75,0,0,1,0,0,1,0,1
776,0,29.7,0,0,7.75,0,0,1,0,1,0,0,1
777,1,5.0,0,0,12.475,0,0,1,0,0,1,1,0
778,0,29.7,0,0,7.7375,0,0,1,0,1,0,0,1
779,1,43.0,0,1,211.3375,1,0,0,0,0,1,1,0
780,1,13.0,0,0,7.2292,0,0,1,1,0,0,1,0
781,1,17.0,1,0,57.0,1,0,0,0,0,1,1,0
782,0,29.0,0,0,30.0,1,0,0,0,0,1,0,1
783,0,29.7,1,2,23.45,0,0,1,0,0,1,0,1
784,0,25.0,0,0,7.05,0,0,1,0,0,1,0,1
785,0,25.0,0,0,7.25,0,0,1,0,0,1,0,1
786,1,18.0,0,0,7.4958,0,0,1,0,0,1,1,0
787,0,8.0,4,1,29.125,0,0,1,0,1,0,0,1
788,1,1.0,1,2,20.575,0,0,1,0,0,1,0,1
789,0,46.0,0,0,79.2,1,0,0,1,0,0,0,1
790,0,29.7,0,0,7.75,0,0,1,0,1,0,0,1
791,0,16.0,0,0,26.0,0,1,0,0,0,1,0,1
792,0,29.7,8,2,69.55,0,0,1,0,0,1,1,0
793,0,29.7,0,0,30.6958,1,0,0,1,0,0,0,1
794,0,25.0,0,0,7.8958,0,0,1,0,0,1,0,1
795,0,39.0,0,0,13.0,0,1,0,0,0,1,0,1
796,1,49.0,0,0,25.9292,1,0,0,0,0,1,1,0
797,1,31.0,0,0,8.6833,0,0,1,0,0,1,1,0
798,0,30.0,0,0,7.2292,0,0,1,1,0,0,0,1
799,0,30.0,1,1,24.15,0,0,1,0,0,1,1,0
800,0,34.0,0,0,13.0,0,1,0,0,0,1,0,1
801,1,31.0,1,1,26.25,0,1,0,0,0,1,1,0
802,1,11.0,1,2,120.0,1,0,0,0,0,1,0,1
803,1,0.42,0,1,8.5167,0,0,1,1,0,0,0,1
804,1,27.0,0,0,6.975,0,0,1,0,0,1,0,1
805,0,31.0,0,0,7.775,0,0,1,0,0,1,0,1
806,0,39.0,0,0,0.0,1,0,0,0,0,1,0,1
807,0,18.0,0,0,7.775,0,0,1,0,0,1,1,0
808,0,39.0,0,0,13.0,0,1,0,0,0,1,0,1
809,1,33.0,1,0,53.1,1,0,0,0,0,1,1,0
810,0,26.0,0,0,7.8875,0,0,1,0,0,1,0,1
811,0,39.0,0,0,24.15,0,0,1,0,0,1,0,1
812,0,35.0,0,0,10.5,0,1,0,0,0,1,0,1
813,0,6.0,4,2,31.275,0,0,1,0,0,1,1,0
814,0,30.5,0,0,8.05,0,0,1,0,0,1,0,1
815,0,29.7,0,0,0.0,1,0,0,0,0,1,0,1
816,0,23.0,0,0,7.925,0,0,1,0,0,1,1,0
817,0,31.0,1,1,37.0042,0,1,0,1,0,0,0,1
818,0,43.0,0,0,6.45,0,0,1,0,0,1,0,1
819,0,10.0,3,2,27.9,0,0,1,0,0,1,0,1
820,1,52.0,1,1,93.5,1,0,0,0,0,1,1,0
821,1,27.0,0,0,8.6625,0,0,1,0,0,1,0,1
822,0,38.0,0,0,0.0,1,0,0,0,0,1,0,1
823,1,27.0,0,1,12.475,0,0,1,0,0,1,1,0
824,0,2.0,4,1,39.6875,0,0,1,0,0,1,0,1
825,0,29.7,0,0,6.95,0,0,1,0,1,0,0,1
826,0,29.7,0,0,56.4958,0,0,1,0,0,1,0,1
827,1,1.0,0,2,37.0042,0,1,0,1,0,0,0,1
828,1,29.7,0,0,7.75,0,0,1,0,1,0,0,1
830,1,15.0,1,0,14.4542,0,0,1,1,0,0,1,0
831,1,0.83,1,1,18.75,0,1,0,0,0,1,0,1
832,0,29.7,0,0,7.2292,0,0,1,1,0,0,0,1
833,0,23.0,0,0,7.8542,0,0,1,0,0,1,0,1
834,0,18.0,0,0,8.3,0,0,1,0,0,1,0,1
835,1,39.0,1,1,83.1583,1,0,0,1,0,0,1,0
836,0,21.0,0,0,8.6625,0,0,1,0,0,1,0,1
837,0,29.7,0,0,8.05,0,0,1,0,0,1,0,1
838,1,32.0,0,0,56.4958,0,0,1,0,0,1,0,1
839,1,29.7,0,0,29.7,1,0,0,1,0,0,0,1
840,0,20.0,0,0,7.925,0,0,1,0,0,1,0,1
841,0,16.0,0,0,10.5,0,1,0,0,0,1,0,1
842,1,30.0,0,0,31.0,1,0,0,1,0,0,1,0
843,0,34.5,0,0,6.4375,0,0,1,1,0,0,0,1
844,0,17.0,0,0,8.6625,0,0,1,0,0,1,0,1
845,0,42.0,0,0,7.55,0,0,1,0,0,1,0,1
846,0,29.7,8,2,69.55,0,0,1,0,0,1,0,1
847,0,35.0,0,0,7.8958,0,0,1,1,0,0,0,1
848,0,28.0,0,1,33.0,0,1,0,0,0,1,0,1
849,1,29.7,1,0,89.1042,1,0,0,1,0,0,1,0
850,0,4.0,4,2,31.275,0,0,1,0,0,1,0,1
851,0,74.0,0,0,7.775,0,0,1,0,0,1,0,1
852,0,9.0,1,1,15.2458,0,0,1,1,0,0,1,0
853,1,16.0,0,1,39.4,1,0,0,0,0,1,1,0
854,0,44.0,1,0,26.0,0,1,0,0,0,1,1,0
855,1,18.0,0,1,9.35,0,0,1,0,0,1,1,0
856,1,45.0,1,1,164.8667,1,0,0,0,0,1,1,0
857,1,51.0,0,0,26.55,1,0,0,0,0,1,0,1
858,1,24.0,0,3,19.2583,0,0,1,1,0,0,1,0
859,0,29.7,0,0,7.2292,0,0,1,1,0,0,0,1
